BOOKING_ID,Name,ORDER_ID,RESERVATION_DATE,Reservation_Time,Arrival_TIME,PEOPLE,REQUIRED_PREPAY,PURPOSE,STATUS_ORDER,TABLE_NUMBER
6792,Lauren Anna Hernandez,12539,28/07/2015,7:00:00 PM,7:05:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6793,Mia Ethan Garcia,12540,28/07/2015,7:00:00 PM,7:07:00 PM,3,FALSE,Dinner with Friends,Ok,5
6794,William Marie Sanchez,12541,28/07/2015,7:00:00 PM,7:09:00 PM,4,FALSE,Dinner with Friends,Ok,6
6795,Alice Joshua Williams,12542,28/07/2015,7:15:00 PM,7:23:00 PM,1,FALSE,Single Dinner,Ok,2
6796,Hannah Ethan Rodriguez,12543,28/07/2015,7:15:00 PM,7:25:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6797,Zachary Michael Clark,12544,28/07/2015,8:00:00 PM,8:08:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6798,Olivia Marie Johnson,12548,29/07/2015,12:15:00 PM,12:22:00 PM,3,FALSE,Dinner with Friends,Ok,4
6800,Emily Emma Brown,12549,29/07/2015,12:30:00 PM,12:43:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6801,Olivia Aria Allen,12551,29/07/2015,1:00:00 PM,1:02:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6802,David Lucas Stewart,12554,29/07/2015,1:00:00 PM,1:05:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6803,Brianna Benjamin Phillips,12556,29/07/2015,1:15:00 PM,1:20:00 PM,10,TRUE,Important Date,Ok,10
6804,Samantha Emily Wilson,12558,29/07/2015,1:30:00 PM,1:39:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6805,Isabella Madison Green,12559,29/07/2015,1:45:00 PM,1:55:00 PM,1,FALSE,Single Dinner,Ok,2
6806,Justin James Turner,12561,29/07/2015,2:15:00 PM,2:28:00 PM,1,FALSE,Single Dinner,Ok,3
6762,Isabella David White,,27/07/2015,10:15:00 PM,,10,FALSE,Important Date,Cancelled,10
6807,Anna Elizabeth Taylor,12562,29/07/2015,2:45:00 PM,2:45:00 PM,1,FALSE,Single Dinner,Ok,1
6764,Abigail Chloe Thompson,,28/07/2015,11:45:00 AM,,3,FALSE,Dinner with Friends,Cancelled,4
6809,Joshua Emily White,12563,29/07/2015,2:45:00 PM,2:52:00 PM,4,FALSE,Dinner with Friends,Ok,7
6810,Hannah James Young,12564,29/07/2015,2:45:00 PM,2:56:00 PM,1,FALSE,Single Dinner,Ok,2
6811,Nicholas George Lewis,12566,29/07/2015,3:15:00 PM,3:17:00 PM,3,FALSE,Dinner with Friends,Ok,5
6812,Ava Lily Parker,12567,29/07/2015,3:15:00 PM,3:24:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6813,Isabella Isabelle Stewart,12568,29/07/2015,3:45:00 PM,3:45:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6814,Thomas John Williams,12569,29/07/2015,4:15:00 PM,4:22:00 PM,3,FALSE,Dinner with Friends,Ok,4
6815,Christopher Jacob Davis,12570,29/07/2015,4:15:00 PM,4:25:00 PM,4,FALSE,Dinner with Friends,Ok,6
6817,Justin Sophia Lopez,12575,29/07/2015,5:15:00 PM,5:20:00 PM,1,FALSE,Single Dinner,Ok,2
6818,Anthony Benjamin Hernandez,12576,29/07/2015,5:15:00 PM,5:26:00 PM,1,FALSE,Single Dinner,Ok,3
6819,Bob Charlotte Green,12577,29/07/2015,5:30:00 PM,5:38:00 PM,1,FALSE,Single Dinner,Ok,1
6820,Isabella Liam Taylor,12578,29/07/2015,5:30:00 PM,5:40:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6821,Sophia Joseph Roberts,12579,29/07/2015,6:00:00 PM,6:02:00 PM,1,FALSE,Single Dinner,Ok,3
6822,Joseph Nathan Gonzalez,12580,29/07/2015,6:00:00 PM,6:04:00 PM,4,FALSE,Dinner with Friends,Ok,7
6823,Isabella Olivia Martin,12584,29/07/2015,6:30:00 PM,6:39:00 PM,3,FALSE,Dinner with Friends,Ok,5
6824,Joshua James Hernandez,12585,29/07/2015,6:45:00 PM,6:54:00 PM,1,FALSE,Single Dinner,Ok,1
6825,Grace Madison Phillips,12586,29/07/2015,6:45:00 PM,6:55:00 PM,1,FALSE,Single Dinner,Ok,2
6826,Nicholas Samuel Adams,12589,29/07/2015,7:45:00 PM,7:54:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6827,Hailey Zoe Allen,12590,29/07/2015,8:15:00 PM,8:19:00 PM,3,FALSE,Dinner with Friends,Ok,4
6828,Anna Sophia Robinson,12591,29/07/2015,8:15:00 PM,8:24:00 PM,3,FALSE,Dinner with Friends,Ok,5
6829,Nicholas Grace Hall,12592,29/07/2015,8:30:00 PM,8:30:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6830,Madison Benjamin Thompson,12596,30/07/2015,11:15:00 AM,11:16:00 AM,1,FALSE,Single Dinner,Ok,1
6831,Mia Anna Anderson,12598,30/07/2015,11:15:00 AM,11:27:00 AM,1,FALSE,Single Dinner,Ok,3
6832,Charlotte William Martin,12600,30/07/2015,11:45:00 AM,11:49:00 AM,1,FALSE,Single Dinner,Ok,1
6833,James Edward Jackson,12603,30/07/2015,12:00:00 PM,12:11:00 PM,1,FALSE,Single Dinner,Ok,2
6834,Eva Lucas Williams,12605,30/07/2015,12:15:00 PM,12:26:00 PM,4,FALSE,Dinner with Friends,Ok,6
6835,Brandon Grace Davis,12608,30/07/2015,12:45:00 PM,12:53:00 PM,4,FALSE,Dinner with Friends,Ok,7
6836,Isabella Nicholas Adams,12611,30/07/2015,1:00:00 PM,1:03:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6837,Isabella Benjamin Edwards,12612,30/07/2015,1:00:00 PM,1:08:00 PM,1,FALSE,Single Dinner,Ok,1
6838,Samantha Emily Scott,12618,30/07/2015,1:30:00 PM,1:41:00 PM,1,FALSE,Single Dinner,Ok,2
6839,Victoria Joseph Taylor,12620,30/07/2015,1:45:00 PM,1:54:00 PM,3,FALSE,Dinner with Friends,Ok,4
6840,Thomas Mia Taylor,12622,30/07/2015,2:00:00 PM,2:04:00 PM,1,FALSE,Single Dinner,Ok,3
6841,Grace Lucas Gonzalez,12623,30/07/2015,2:00:00 PM,2:11:00 PM,1,FALSE,Single Dinner,Ok,1
6799,Abigail Adam Smith,,29/07/2015,12:30:00 PM,,6,FALSE,Dinner with Friends,Cancelled,8
6844,Grace Gabriel Williams,12624,30/07/2015,2:15:00 PM,2:17:00 PM,1,FALSE,Single Dinner,Ok,2
6845,Joshua Adam Baker,12625,30/07/2015,2:15:00 PM,2:19:00 PM,3,FALSE,Dinner with Friends,Ok,5
6846,Emily Emily Lee,12626,30/07/2015,2:15:00 PM,2:28:00 PM,1,FALSE,Single Dinner,Ok,3
6848,Anthony Charles Robinson,12628,30/07/2015,3:15:00 PM,3:26:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6849,Kayla Isabelle Lopez,12629,30/07/2015,4:00:00 PM,4:03:00 PM,3,FALSE,Dinner with Friends,Ok,4
6850,Victoria Jacob Baker,12631,30/07/2015,4:15:00 PM,4:19:00 PM,1,FALSE,Single Dinner,Ok,2
6851,Christopher Chloe Taylor,12633,30/07/2015,4:30:00 PM,4:30:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6852,Bob Michael Collins,12634,30/07/2015,4:30:00 PM,4:42:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6853,William Emily Williams,12638,30/07/2015,5:15:00 PM,5:17:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6808,Hailey Ella Scott,,29/07/2015,2:45:00 PM,,3,FALSE,Dinner with Friends,Cancelled,5
6854,Ryan Lucy Thompson,12639,30/07/2015,5:15:00 PM,5:18:00 PM,3,FALSE,Dinner with Friends,Ok,5
6855,Jessica James Scott,12640,30/07/2015,5:15:00 PM,5:20:00 PM,1,FALSE,Single Dinner,Ok,3
6856,Emily Sophia Nelson,12641,30/07/2015,5:15:00 PM,5:28:00 PM,1,FALSE,Single Dinner,Ok,1
6857,Bob Sophie Collins,12642,30/07/2015,5:45:00 PM,5:58:00 PM,4,FALSE,Dinner with Friends,Ok,6
6858,Michael Thomas Jones,12643,30/07/2015,6:00:00 PM,6:00:00 PM,3,FALSE,Dinner with Friends,Ok,4
6859,Joseph Emily Lewis,12644,30/07/2015,6:00:00 PM,6:09:00 PM,1,FALSE,Single Dinner,Ok,2
6860,James Joseph King,12646,30/07/2015,6:15:00 PM,6:23:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6861,Andrew Scarlett Anderson,12647,30/07/2015,6:15:00 PM,6:25:00 PM,1,FALSE,Single Dinner,Ok,1
6816,Thomas Chloe Smith,,29/07/2015,4:30:00 PM,,4,FALSE,Dinner with Friends,Cancelled,7
6862,Olivia Ethan Martin,12648,30/07/2015,6:30:00 PM,6:38:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6863,Zachary Zoe Thompson,12649,30/07/2015,6:30:00 PM,6:42:00 PM,1,FALSE,Single Dinner,Ok,3
6864,Alyssa Lucas Moore,12652,30/07/2015,7:15:00 PM,7:25:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6865,Ryan Lucy Martin,12655,30/07/2015,8:45:00 PM,8:52:00 PM,1,FALSE,Single Dinner,Ok,3
6867,Joseph Daniel Davis,12657,30/07/2015,9:15:00 PM,9:22:00 PM,1,FALSE,Single Dinner,Ok,1
6868,Emily Adam White,12658,30/07/2015,9:30:00 PM,9:41:00 PM,3,FALSE,Dinner with Friends,Ok,5
6869,Kayla Matthew Allen,12660,30/07/2015,10:00:00 PM,10:14:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6871,Madison Sophia Harris,12664,31/07/2015,11:30:00 AM,11:35:00 AM,1,FALSE,Single Dinner,Ok,3
6872,Bob Grace Collins,12668,31/07/2015,12:30:00 PM,12:38:00 PM,3,FALSE,Dinner with Friends,Ok,4
6873,David Isabelle Roberts,12671,31/07/2015,1:00:00 PM,1:04:00 PM,1,FALSE,Single Dinner,Ok,2
6874,Hailey Adam Gonzalez,12674,31/07/2015,1:00:00 PM,1:12:00 PM,4,FALSE,Dinner with Friends,Ok,7
6875,Brandon Ella Perez,12677,31/07/2015,1:15:00 PM,1:25:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6876,Anthony Nathan Wright,12681,31/07/2015,1:45:00 PM,1:52:00 PM,1,FALSE,Single Dinner,Ok,1
6877,Justin Gabriel Wright,12683,31/07/2015,2:30:00 PM,2:37:00 PM,1,FALSE,Single Dinner,Ok,2
6879,Christopher Chloe Davis,12687,31/07/2015,3:30:00 PM,3:40:00 PM,1,FALSE,Single Dinner,Ok,2
6880,Jonathan Grace Stewart,12688,31/07/2015,3:45:00 PM,3:50:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6881,Matthew Isabelle Roberts,12689,31/07/2015,3:45:00 PM,3:51:00 PM,1,FALSE,Single Dinner,Ok,1
6882,Daniel Scarlett Sanchez,12692,31/07/2015,4:00:00 PM,4:12:00 PM,1,FALSE,Single Dinner,Ok,2
6883,Grace Joshua Garcia,12693,31/07/2015,4:15:00 PM,4:21:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6884,Nicholas Andrew Clark,12695,31/07/2015,4:30:00 PM,4:37:00 PM,1,FALSE,Single Dinner,Ok,1
6885,Christopher Zoe Stewart,12698,31/07/2015,4:45:00 PM,4:54:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6886,John Edward Martin,12699,31/07/2015,4:45:00 PM,4:57:00 PM,1,FALSE,Single Dinner,Ok,3
6887,Alice Benjamin Young,12701,31/07/2015,5:45:00 PM,5:57:00 PM,1,FALSE,Single Dinner,Ok,1
6888,Lauren Scarlett Jackson,12702,31/07/2015,6:00:00 PM,6:03:00 PM,4,FALSE,Dinner with Friends,Ok,6
6889,Justin Lily Green,12705,31/07/2015,6:30:00 PM,6:34:00 PM,3,FALSE,Dinner with Friends,Ok,4
6842,Charlotte Madison Green,,30/07/2015,2:00:00 PM,,4,FALSE,Dinner with Friends,Cancelled,6
6890,Chloe Olivia Green,12706,31/07/2015,6:30:00 PM,6:37:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6843,Madison Amelia Stewart,,30/07/2015,2:15:00 PM,,7,FALSE,Birthday Celebration,Cancelled,9
6891,Sophia Joshua Hill,12707,31/07/2015,6:30:00 PM,6:44:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6892,Alexander Elizabeth Scott,12709,31/07/2015,7:00:00 PM,7:01:00 PM,1,FALSE,Single Dinner,Ok,3
6893,Isabella John Clark,12710,31/07/2015,7:00:00 PM,7:01:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6847,Justin Grace Wright,,30/07/2015,2:30:00 PM,,3,FALSE,Dinner with Friends,Cancelled,4
6894,Ava Matthew Carter,12711,31/07/2015,7:00:00 PM,7:06:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6895,Anna Samuel Smith,12712,31/07/2015,7:15:00 PM,7:16:00 PM,3,FALSE,Dinner with Friends,Ok,5
6896,Anthony Adam Mitchell,12714,31/07/2015,7:15:00 PM,7:17:00 PM,4,FALSE,Dinner with Friends,Ok,7
6897,Grace Christopher Green,12716,31/07/2015,7:45:00 PM,7:47:00 PM,1,FALSE,Single Dinner,Ok,1
6898,Daniel Olivia Davis,12718,31/07/2015,8:00:00 PM,8:02:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6899,Hailey Ella Lewis,12719,31/07/2015,8:00:00 PM,8:07:00 PM,3,FALSE,Dinner with Friends,Ok,4
6900,Abigail William Harris,12722,31/07/2015,8:30:00 PM,8:39:00 PM,1,FALSE,Single Dinner,Ok,3
6901,Christopher Liam Lewis,12723,31/07/2015,8:30:00 PM,8:41:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6902,Zachary William Collins,12725,31/07/2015,9:00:00 PM,9:14:00 PM,1,FALSE,Single Dinner,Ok,3
6903,Alyssa Ella Wilson,12726,31/07/2015,9:30:00 PM,9:41:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6904,David Isabelle Stewart,12730,31/07/2015,10:30:00 PM,10:41:00 PM,1,FALSE,Single Dinner,Ok,2
6905,Victoria Sophie Walker,12731,01/08/2015,11:30:00 AM,11:36:00 AM,4,FALSE,Dinner with Friends,Ok,6
6906,William Charles Williams,12733,01/08/2015,12:00:00 PM,12:03:00 PM,1,FALSE,Single Dinner,Ok,3
6907,Sophia Samuel Walker,12734,01/08/2015,12:45:00 PM,12:46:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6908,Alyssa Sophia Scott,12735,01/08/2015,12:45:00 PM,12:49:00 PM,1,FALSE,Single Dinner,Ok,2
6909,Bob Grace Davis,12736,01/08/2015,1:00:00 PM,1:02:00 PM,1,FALSE,Single Dinner,Ok,3
6910,Grace David Allen,12737,01/08/2015,1:00:00 PM,1:05:00 PM,4,FALSE,Dinner with Friends,Ok,7
6866,Brandon Benjamin Wright,,30/07/2015,9:00:00 PM,,9,FALSE,Important Date,Cancelled,10
6911,Olivia Joshua Phillips,12739,01/08/2015,1:15:00 PM,1:26:00 PM,1,FALSE,Single Dinner,Ok,1
6912,Matthew George Lopez,12741,01/08/2015,1:30:00 PM,1:33:00 PM,1,FALSE,Single Dinner,Ok,2
6913,Isabella Marie Evans,12742,01/08/2015,1:30:00 PM,1:44:00 PM,3,FALSE,Dinner with Friends,Ok,5
6914,Matthew George Anderson,12744,01/08/2015,1:45:00 PM,1:45:00 PM,1,FALSE,Single Dinner,Ok,1
6870,Kayla Henry Taylor,,30/07/2015,10:15:00 PM,,7,FALSE,Birthday Celebration,Cancelled,9
6915,William Lucas Stewart,12745,01/08/2015,2:15:00 PM,2:23:00 PM,1,FALSE,Single Dinner,Ok,2
6916,John Mia Nelson,12747,01/08/2015,2:30:00 PM,2:34:00 PM,3,FALSE,Dinner with Friends,Ok,4
6917,Anthony Ella Lee,12748,01/08/2015,2:45:00 PM,2:49:00 PM,1,FALSE,Single Dinner,Ok,3
6918,William Nathan Nelson,12749,01/08/2015,2:45:00 PM,2:54:00 PM,4,FALSE,Dinner with Friends,Ok,6
6919,Anna James Robinson,12750,01/08/2015,3:00:00 PM,3:11:00 PM,1,FALSE,Single Dinner,Ok,1
6920,Zachary David Stewart,12752,01/08/2015,3:45:00 PM,3:49:00 PM,1,FALSE,Single Dinner,Ok,2
6921,William Jacob Allen,12753,01/08/2015,3:45:00 PM,3:54:00 PM,4,FALSE,Dinner with Friends,Ok,7
6922,Anna Liam Moore,12754,01/08/2015,3:45:00 PM,3:58:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6878,Benjamin Christopher Turner,,31/07/2015,2:30:00 PM,,8,FALSE,Birthday Celebration,Cancelled,9
6923,Robert Lily Perez,12756,01/08/2015,4:00:00 PM,4:08:00 PM,4,FALSE,Dinner with Friends,Ok,6
6924,Matthew Ava Stewart,12759,01/08/2015,4:30:00 PM,4:33:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6925,Bob Jacob Edwards,12760,01/08/2015,4:45:00 PM,4:55:00 PM,1,FALSE,Single Dinner,Ok,2
6926,David Mia Turner,12761,01/08/2015,4:45:00 PM,4:58:00 PM,1,FALSE,Single Dinner,Ok,3
6927,Brianna Michael Young,12762,01/08/2015,5:00:00 PM,5:03:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6928,Zachary Grace Wright,12767,01/08/2015,5:30:00 PM,5:39:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6929,John George Hernandez,12769,01/08/2015,6:15:00 PM,6:16:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6930,Abigail Chloe Davis,12770,01/08/2015,6:15:00 PM,6:25:00 PM,1,FALSE,Single Dinner,Ok,2
6931,William Lucas Thomas,12773,01/08/2015,6:15:00 PM,6:29:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6932,Chloe Adam Parker,12775,01/08/2015,6:30:00 PM,6:37:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6933,Jessica Joshua Hernandez,12779,01/08/2015,6:30:00 PM,6:44:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6934,Emma Lucas Jones,12780,01/08/2015,6:45:00 PM,6:45:00 PM,1,FALSE,Single Dinner,Ok,3
6935,Lauren Ruby Sanchez,12781,01/08/2015,6:45:00 PM,6:48:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6936,Emily Lily Jones,12782,01/08/2015,7:00:00 PM,7:04:00 PM,1,FALSE,Single Dinner,Ok,2
6937,Thomas Sophia Scott,12783,01/08/2015,7:00:00 PM,7:14:00 PM,1,FALSE,Single Dinner,Ok,3
6938,Alexander Liam Collins,12784,01/08/2015,7:15:00 PM,7:17:00 PM,3,FALSE,Dinner with Friends,Ok,4
6939,Joseph Liam Jones,12785,01/08/2015,7:15:00 PM,7:25:00 PM,1,FALSE,Single Dinner,Ok,1
6940,Jonathan David Jackson,12788,01/08/2015,7:45:00 PM,7:58:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6941,Justin Charles Nelson,12790,01/08/2015,8:15:00 PM,8:21:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6942,David Nathan Lewis,12791,01/08/2015,8:30:00 PM,8:35:00 PM,3,FALSE,Dinner with Friends,Ok,5
6943,Kevin George Martinez,12793,01/08/2015,8:45:00 PM,8:47:00 PM,1,FALSE,Single Dinner,Ok,3
6944,Robert Nicholas Harris,12798,01/08/2015,9:15:00 PM,9:20:00 PM,3,FALSE,Dinner with Friends,Ok,4
6945,Abigail Joshua Allen,12800,01/08/2015,9:30:00 PM,9:41:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6946,Bob Lucy Campbell,12802,01/08/2015,10:15:00 PM,10:23:00 PM,1,FALSE,Single Dinner,Ok,1
6947,Jonathan Nicholas Mitchell,12803,01/08/2015,10:15:00 PM,10:29:00 PM,4,FALSE,Dinner with Friends,Ok,6
6948,Ava Edward Martin,12804,01/08/2015,10:45:00 PM,10:48:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6950,Emily Christopher Garcia,12806,02/08/2015,12:15:00 PM,12:22:00 PM,1,FALSE,Single Dinner,Ok,3
6951,Ryan James Campbell,12809,02/08/2015,1:15:00 PM,1:20:00 PM,3,FALSE,Dinner with Friends,Ok,5
6952,Michael Joseph Mitchell,12810,02/08/2015,1:45:00 PM,1:46:00 PM,3,FALSE,Dinner with Friends,Ok,4
6953,Sophia Ethan Adams,12811,02/08/2015,1:45:00 PM,1:48:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6954,Emma Thomas Wright,12812,02/08/2015,1:45:00 PM,1:59:00 PM,13,TRUE,Family Gathering,Ok,11
6955,Madison Ella Lee,12813,02/08/2015,2:15:00 PM,2:17:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6956,Christopher Samuel Allen,12816,02/08/2015,3:15:00 PM,3:18:00 PM,1,FALSE,Single Dinner,Ok,3
6957,Olivia Nathan Phillips,12822,02/08/2015,4:45:00 PM,4:46:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6958,Justin Anna Hernandez,12823,02/08/2015,4:45:00 PM,4:48:00 PM,3,FALSE,Dinner with Friends,Ok,5
6959,Sophia Zoe Baker,12828,02/08/2015,5:15:00 PM,5:20:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6960,Robert Nicholas Young,12831,02/08/2015,5:30:00 PM,5:39:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6961,Michael Ava Moore,12832,02/08/2015,5:45:00 PM,5:47:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6962,Samantha Sophia Scott,12833,02/08/2015,5:45:00 PM,5:57:00 PM,1,FALSE,Single Dinner,Ok,3
6963,Robert Evelyn Anderson,12835,02/08/2015,6:45:00 PM,6:49:00 PM,4,FALSE,Dinner with Friends,Ok,7
6964,Joseph Joseph Clark,12837,02/08/2015,7:45:00 PM,7:51:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6965,David Benjamin Allen,12839,02/08/2015,8:00:00 PM,8:06:00 PM,1,FALSE,Single Dinner,Ok,2
6966,Hannah Sophie Sanchez,12840,02/08/2015,8:15:00 PM,8:28:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6967,Robert Marie Baker,12843,02/08/2015,8:45:00 PM,8:52:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6968,Isabella William Green,12847,02/08/2015,9:00:00 PM,9:12:00 PM,1,FALSE,Single Dinner,Ok,3
6969,Kevin Lily Clark,12848,02/08/2015,9:15:00 PM,9:25:00 PM,1,FALSE,Single Dinner,Ok,1
6970,Anthony Lily Scott,12851,02/08/2015,10:00:00 PM,10:00:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6972,Joshua Madison Martinez,12854,03/08/2015,11:15:00 AM,11:19:00 AM,1,FALSE,Single Dinner,Ok,2
6973,Joseph Adam Johnson,12855,03/08/2015,11:30:00 AM,11:30:00 AM,1,FALSE,Single Dinner,Ok,3
6974,Zachary Madison Jones,12857,03/08/2015,11:30:00 AM,11:34:00 AM,1,FALSE,Single Dinner,Ok,1
6975,James Olivia Sanchez,12858,03/08/2015,12:00:00 PM,12:04:00 PM,1,FALSE,Single Dinner,Ok,2
6976,Abigail Edward Walker,12860,03/08/2015,12:00:00 PM,12:14:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6977,Anna Madison Martin,12864,03/08/2015,12:30:00 PM,12:36:00 PM,1,FALSE,Single Dinner,Ok,3
6978,Madison Samuel King,12865,03/08/2015,12:45:00 PM,12:49:00 PM,1,FALSE,Single Dinner,Ok,1
6979,Kevin David Thompson,12866,03/08/2015,1:00:00 PM,1:01:00 PM,5,FALSE,Dinner with Friends,Ok,8
6980,Mia John Hill,12868,03/08/2015,1:00:00 PM,1:13:00 PM,4,FALSE,Dinner with Friends,Ok,6
6981,Alice Madison Walker,12870,03/08/2015,1:15:00 PM,1:29:00 PM,1,FALSE,Single Dinner,Ok,2
6982,Brandon Nicholas Mitchell,12873,03/08/2015,1:45:00 PM,1:54:00 PM,1,FALSE,Single Dinner,Ok,3
6983,Robert David Harris,12874,03/08/2015,1:45:00 PM,1:56:00 PM,1,FALSE,Single Dinner,Ok,1
6984,Hailey Gabriel White,12875,03/08/2015,2:00:00 PM,2:03:00 PM,1,FALSE,Single Dinner,Ok,2
6985,Victoria Lucy Sanchez,12876,03/08/2015,2:00:00 PM,2:04:00 PM,4,FALSE,Dinner with Friends,Ok,7
6986,Mia Scarlett Clark,12877,03/08/2015,2:15:00 PM,2:24:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6987,Robert Grace Roberts,12878,03/08/2015,2:15:00 PM,2:26:00 PM,3,FALSE,Dinner with Friends,Ok,4
6988,Samantha Emily Young,12879,03/08/2015,2:30:00 PM,2:32:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6989,Charlotte Joshua Johnson,12880,03/08/2015,2:30:00 PM,2:34:00 PM,3,FALSE,Dinner with Friends,Ok,5
6949,Justin Lily Roberts,,02/08/2015,12:00:00 PM,,6,FALSE,Dinner with Friends,Cancelled,8
6990,Eva Lucy Carter,12883,03/08/2015,3:15:00 PM,3:20:00 PM,1,FALSE,Single Dinner,Ok,2
6991,Hailey Michael Harris,12886,03/08/2015,4:30:00 PM,4:33:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6992,Samantha Matthew Rodriguez,12890,03/08/2015,5:45:00 PM,5:56:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6993,Sophia David Phillips,12892,03/08/2015,6:30:00 PM,6:32:00 PM,2,FALSE,Sweet Anniversary,Ok,2
6994,Isabella Samuel King,12893,03/08/2015,6:30:00 PM,6:39:00 PM,2,FALSE,Sweet Anniversary,Ok,3
6995,Madison Nicholas Walker,12894,03/08/2015,6:45:00 PM,6:47:00 PM,2,FALSE,Sweet Anniversary,Ok,1
6997,Zachary Grace Martin,12895,03/08/2015,7:00:00 PM,7:03:00 PM,1,FALSE,Single Dinner,Ok,2
6998,John Liam Hall,12899,03/08/2015,7:30:00 PM,7:36:00 PM,1,FALSE,Single Dinner,Ok,3
6999,Lauren Jacob Harris,12901,03/08/2015,7:30:00 PM,7:42:00 PM,2,FALSE,Sweet Anniversary,Ok,1
7000,Brandon Edward Lee,12902,03/08/2015,8:00:00 PM,8:05:00 PM,2,FALSE,Sweet Anniversary,Ok,2
7001,Daniel Benjamin Brown,12905,03/08/2015,8:15:00 PM,8:29:00 PM,3,FALSE,Dinner with Friends,Ok,5
7002,William Madison Hall,12907,03/08/2015,9:00:00 PM,9:11:00 PM,2,FALSE,Sweet Anniversary,Ok,1
7003,Sophia Joseph Taylor,12909,03/08/2015,9:15:00 PM,9:28:00 PM,1,FALSE,Single Dinner,Ok,2
7004,Emma Amelia Miller,12911,04/08/2015,11:15:00 AM,11:26:00 AM,1,FALSE,Single Dinner,Ok,3
7005,Olivia Edward Sanchez,12913,04/08/2015,11:45:00 AM,11:49:00 AM,1,FALSE,Single Dinner,Ok,1
7006,Emily James Garcia,12915,04/08/2015,11:45:00 AM,11:51:00 AM,7,FALSE,Birthday Celebration,Ok,9
7007,Bob John Jones,12916,04/08/2015,11:45:00 AM,11:53:00 AM,1,FALSE,Single Dinner,Ok,2
7008,Samantha Charles Smith,12917,04/08/2015,12:30:00 PM,12:38:00 PM,4,FALSE,Dinner with Friends,Ok,6
7009,Hailey Scarlett Miller,12919,04/08/2015,12:45:00 PM,12:49:00 PM,4,FALSE,Dinner with Friends,Ok,7
7010,Abigail Chloe Taylor,12920,04/08/2015,12:45:00 PM,12:53:00 PM,3,FALSE,Dinner with Friends,Ok,4
